"Id","Column_B","Name","Shortcut","ShareNumbers","SharePrice","Date","Description","Column_I","Column_J","Column_K","Column_L","Href","PhoneNumber","Email","FullName","HeadAccount","Profile","Address","HrefStatus","VoteNumbers","Date2","Column_W","Column_X","Volumen20"
"177","3","Pragma Faktoring (Dawne Premium GF)","PRF","2565910","18.98","2013-05-20 00:00:00","Pragma Faktoring SA (dawniej Grupa Finansowa Premium SA) jest wiodącym faktorem z sektora pozabankowego. Niestosowanie bankowych standardów zdolności kredytowej skutkuje większą dostępnością produktów finansowych. Dzięki temu Pragma Faktoring posiada ofertę bardzo przyjazną sektorowi MSP. Dostępność, wymogi dokumentacyjne oraz procedury są dostosowane do oczekiwań i możliwości małych i średnich przedsiębiorstw. Spółka powstała w 1996r. jako spółka cywilna świadcząca usługi w zakresie obrotu wier","PLGFPRE00040","7","16777218","4","www.grupafinansowa.pl","(032) 250-55-18","sekretariat@grupafinansowa.pl","Pragma Faktoring S.A.","Tomasz Boduszek","Pośrednictwo finansowe pozostałe (65.23)","ul. Mieczyków 14, 40-748 Katowice","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/prf.pdf">Pobierz</a></td></tr>","3269234","2012-05-30 00:00:00","1) Wybór Przewodniczącego.
2) Sporządzenie listy obecności oraz stwierdzenie prawidłowości zwołania Walnego Zgromadzenia i jego zdolności do podejmowania uchwał.
3) Przyjęcie porządku obrad.
4) Rozpatrzenie sprawozdania Zarządu z działalności Spółki w 2011r, sprawozdania finansowego Spółki za 2011r, oraz dokumentów przedłożonych przez Radę Nadzorczą.
5) Podjęcie uchwał w przedmiocie:
a) zatwierdzenia sprawozdania Zarządu z działalności Spółki i sprawozdania finansowego Spółki za 2011r,
b) udziel","2012-08-01 00:00:00","13166.523999999996"
"178","3","Gino Rossi","GRI","47755329","1.3500000000000001","2013-05-20 00:00:00","Gino Rossi zarządza uznanymi na polskim rynku modowym markami: Gino Rossi  i Simple Creative Products. W ofercie Grupy Gino Rossi znajduje się obuwie damskie i męskie, torebki i akcesoria skórzane oraz odzież damska. Wszystkie produkty charakteryzują się nowoczesnym, wyszukanym wzornictwem oraz doskonałą jakością wykonania. Gino Rossi jest jedną z najlepiej rozpoznawanych i najwyżej ocenianych na polskim rynku marek, która zajmuje pozycję lidera w segmencie obuwia ze średniej i wyższej półki. Si","PLGNRSI00015","9","16777218","4","www.inwestor.gino-rossi.com","(0-59) 842-26-08","office@gino-rossi.com","Gino Rossi S.A.","Tomasz Malicki","Produkcja obuwia z wyjątkiem sportowego (19.30)","ul. Owocowa 24, 76-200 Słupsk","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/gri.pdf">Pobierz</a></td></tr>","47755329","2012-06-19 00:00:00","1. Otwarcie Walnego Zgromadzenia.
2. Wybór Przewodniczącego Walnego Zgromadzenia.
3. Stwierdzenie prawidłowości zwołania Walnego Zgromadzenia i zdolności do podejmowania uchwał.
4. Przyjęcie porządku obrad Walnego Zgromadzenia.
5. Rozpatrzenie i zatwierdzenie sprawozdania Zarządu z działalności "GINO ROSSI" Spółki Akcyjnej w Słupsku za rok 2011.
6. Rozpatrzenie i zatwierdzenie sprawozdania finansowego "GINO ROSSI" Spółki Akcyjnej w Słupsku za rok 2011.
7. Podjęcie uchwały o pokryciu straty za ro","2012-08-01 00:00:00","85331.757874999981"
"179","3","Graal","GRL","8056485","12.970000000000001","2013-05-20 00:00:00","Graal istnieje na rynku od 1989 roku. Jest największym krajowym producentem konserw rybnych. Graal jest liderem procesu konsolidacji branży.  Graal utworzył Grupę Kapitałową Graal, która obejmuje 6 spółek zależnych. Obecnie w ofercie Grupy Kapitałowej Graal znajdują się następujące gamy produktów: m.in.: konserwy rybne, konserwy mięsne, ryby wędzone, owoce morza, kawiory, ryby mrożone, marynaty, salinaty, sałatki rybne, sałatki warzywne oraz dania obiadowe.  Grupa Kapitałowa Graal jest największ","PLGRAAL00022","20","17825794","4","www.graal.pl","(058) 672 05 80","biuro@graal.pl","Graal S.A.","Bogusław Kowalski","Przetwarzanie i konserwowanie ryb i produktów rybołówstwa (15.20)","ul. Zachodnia 22, 84-200 Wejherowo","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/grl.pdf">Pobierz</a></td></tr>","8056485","2012-06-28 00:00:00","1. Otwarcie Walnego Zgromadzenia.
2. Podjęcie uchwały w sprawie odtajnienia głosowania nad wyborem Komisji Skrutacyjnej.
3. Wybór Komisji Skrutacyjnej.
4. Wybór Przewodniczącego Walnego Zgromadzenia.
5. Stwierdzenie prawidłowości zwołania Walnego Zgromadzenia oraz jego zdolności do podejmowania uchwał.
6. Przyjęcie porządku obrad Walnego Zgromadzenia.
7. Rozpatrzenie sprawozdania Zarządu z działalności Spółki za rok 2011.
8. Rozpatrzenie jednostkowego sprawozdania finansowego Spółki za rok 2011.","2012-08-01 00:00:00","113528.511125"
"180","3","Grajewo Pfleiderer","GRJ","49624000","16.100000000000001","2013-05-20 00:00:00","Grupa Pfleiderer Grajewo S.A., czerpiąc z wieloletnich doświadczeń na rynku materiałów drewnopochodnych, jest od ponad sześciu lat wschodnioeuropejskim Centrum Biznesowym międzynarodowego koncernu Pfleiderer. W jej skład  wchodzą fabryki  w Grajewie, Wieruszowie, Novgorodzie Wielkim ( Rosja),  fabryka  kleju Silekol  w Kedzierzynie-Koźlu, a także  spółka spedycyjna  Jura Polska. Oferta  handlowa  firmy  obejmuje  szeroki  asortyment  płyt  laminowanych  i  oklejanych  surowych, laminowanego  i s","PLZPW0000017","23","18","3","www.pfleiderer.pl","(086) 272-92-28","grajewo@pfleiderer.pl","Pfleiderer Grajewo S.A.","Wojciech Gątkiewicz","Produkcja płyt wiórowych (20.20)","ul. Wiórowa 1, 19-203 Grajewo","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/grj.pdf">Pobierz</a></td></tr>","49624000","2013-02-26 00:00:00","1. Otwarcie Walnego Zgromadzenia
2. Wybór Przewodniczącego Walnego Zgromadzenia.
3. Stwierdzenie prawidłowości zwołania Walnego Zgromadzenia oraz jego zdolności do podejmowania uchwał.
4. Przyjęcie porządku obrad.
5. Wybór Komisji Skrutacyjnej.
6. Podjęcie uchwały w sprawie zmian w składzie Rady Nadzorczej Spółki.
7. Podjęcie uchwały w sprawie zmian do Statutu Spółki oraz w sprawie uchylenia upoważnienia udzielonego Zarządowi Spółki do nabycia akcji własnych Spółki celem ich umorzenia.
8. Zamkni","2012-08-01 00:00:00","132176.56724999999"
"182","3","Groclin Inter Auto","GCN","5500000","13","2013-05-20 00:00:00","Spółka od początku swojej działalności jest związana z branżą motoryzacyjną. Jest producentem części wykorzystywanych w procesie ich produkcji przez producentów różnych marek samochodowych. W chwili obecnej do portfela wyrobów spółki można zaliczyć: poszycia foteli samochodowych, gotowe fotele do samochodów osobowych, ciężarowych i autobusów, zagłówki i podłokietniki, boczne panele drzwiowe i elementy wykończenia oraz foteliki dziecięce.","PLINTGR00013","29","2","4","www.groclin.com.pl","(061) 44-36-100","groclin@groclin.com.pl","Inter Groclin Auto S.A.","Zbigniew Drzymała","Produkcja części i akcesoriów do pojazdów mechanicznych i ich silników (34.30)","ul. Jeziorna 3, 64-200 Wolsztyn Karpicko","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/gcn.pdf">Pobierz</a></td></tr>","7030000","2013-05-20 00:00:00","1. Otwarcie Zwyczajnego Walnego Zgromadzenia.
2. Wybór Przewodniczącego Zwyczajnego Walnego Zgromadzenia.
3. Stwierdzenie prawidłowości zwołania Zwyczajnego Walnego Zgromadzenia oraz jego zdolności do podejmowania uchwał.
4. Przyjęcie porządku obrad.
5. Rozpatrzenie sprawozdania Zarządu z działalności Spółki oraz sprawozdania finansowego za 2012 rok.
6. Rozpatrzenie sprawozdania Rady Nadzorczej za 2012 rok zawierającego sprawozdanie z działalności Rady Nadzorczej w 2012 roku, sprawozdanie z wyni","2012-08-01 00:00:00","135982.02825"
"183","3","AmRest Holdings","EAT","21213893","80","2013-05-20 00:00:00","AmRest Holdings jest największą niezależną firmą prowadzącą sieci restauracji w Europie Środkowo-Wschodniej. Od 1993 roku Spółka rozwija portfolio wyśmienitych marek, liderów w swoich kategoriach, takich jak KFC, Pizza Hut, Burger King, Starbucks oraz Applebee's (Stany Zjednoczone) w oparciu o franczyzę i współpracę typu joint venture. Obecnie AmRest zarządza ponad 440 restauracjami w segmencie restauracji szybkiej obsługi.","NL0000474351","11","10","2","www.amrest.eu","(071) 386-10-00","ir@amrest.eu","AmRest Holdings SE","Henry McGovern","Pozostała działalność komercyjna (74.84)","pl. Grunwaldzki 25-27, 50-365 Wrocław, Grunwaldzki Center","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/eat.pdf">Pobierz</a></td></tr>","21213893","2012-06-21 00:00:00","1) Otwarcie Zwyczajnego Walnego Zgromadzenia.
2) Wybór Przewodniczącego Zwyczajnego Walnego Zgromadzenia.
3) Sporządzenie listy obecności.
4) Stwierdzenie prawidłowości zwołania Zwyczajnego Walnego Zgromadzenia oraz jego zdolności do podejmowania wiążących uchwał.
5) Przyjęcie porządku obrad Zwyczajnego Walnego Zgromadzenia.
6) Rozpatrzenie sprawozdania Zarządu AmRest z działalności Spółki oraz grupy kapitałowej AmRest Holdings SE w roku obrotowym 2011.
7) Rozpatrzenie sprawozdania finansowego S","2012-08-01 00:00:00","810116.32949999999"
"184","3","Bank Handlowy","BHW","130659600","103","2013-05-20 00:00:00","Bank Handlowy jest najstarszym bankiem komercyjnym w Polsce. Specjalizuje się w obsłudze handlu zagranicznego, obsłudze dużych przedsiębiorstw i bankowości inwestycyjnej. W celu obsługi klientów indywidualnych utworzył sieć banków detalicznych Handlobank. Należy do Citigroup. W skład grupy kapitałowej wchodzą m.in. towarzystwo funduszy inwestycyjnych, firma zarządzająca aktywami, towarzystwo ubezpieczeniowe i spółka leasingowa.","PLBH00000012","2","4199430","2","www.citihandlowy.pl","(022) 657-72-00","relacjeinwestorskie@citi.com","Bank Handlowy w Warszawie S.A.","Sławomir Sikora","Działalność bankowa (65.12)","ul. Senatorska 16, 00-923 Warszawa","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/bhw.pdf">Pobierz</a></td></tr>","130659600","2012-06-20 00:00:00","1. Otwarcie Walnego Zgromadzenia;
2. Wybór Przewodniczącego Walnego Zgromadzenia;
3. Stwierdzenie prawidłowości zwołania Zgromadzenia i jego zdolności do podejmowania ważnych uchwał;
4. Przyjęcie porządku obrad;
5. Wybór Komisji Skrutacyjnej;
6. Podjęcie Uchwał w sprawach:
1) rozpatrzenia i zatwierdzenia sprawozdania Zarządu z działalności Banku Handlowego w Warszawie S.A. w 2011 r. oraz sprawozdania finansowego Banku Handlowego w Warszawie S.A. za 2011 r.;
2) rozpatrzenia i zatwierdzenia sprawo","2012-08-01 00:00:00","6054504.2436250011"
"185","3","Global Energy (Libra Capital)","GLE","11398530","0.96999999999999997","2013-05-14 00:00:00","Spółka jest prawnym następcą przedsiębiorstwa Hardex S.A., które z dniem 29 czerwca 2012 roku zostało sprzedane na rzecz spółki Homanit Krosno Odrzańskie Sp. z o.o.. Spółka aktualnie prowadzi działalność inwestycyjną.","PLHRDEX00021","23","1","10","www.libracapital.pl","(22) 630-33-99","biuro@libracapital.pl","Global Energy S.A.","Artur Staykov","Działalność holdingów finansowych (64.20)"," ul. Emilii Plater 28, 00-688 Warszawa","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/gle.pdf">Pobierz</a></td></tr>","11398530","2013-02-20 00:00:00","1. otwarcie Nadzwyczajnego Walnego Zgromadzenia;
2. wybór Przewodniczącego Nadzwyczajnego Walnego Zgromadzenia;
3. stwierdzenie prawidłowości zwołania Nadzwyczajnego Walnego Zgromadzenia i jego zdolności do podejmowania uchwał;
4. sporządzenie listy obecności;
5. przyjęcie porządku obrad;
6. podjęcie uchwał:
a) w sprawie ustalenia liczby członków Rady Nadzorczej Spółki Libra Capital S.A.
b) w sprawie zmian w składzie Rady Nadzorczej Spółki Libra Capital S.A.
c) w sprawie zmian Statutu Spółki;
d)","2012-08-01 00:00:00","29975.564124999997"
"186","3","Hawe","HWE","107237064","2.8199999999999998","2013-05-20 00:00:00","Głównymi obszarami działalności HAWE S.A. jest zarządzanie aktywami spółek zależnych, pozyskiwanie kapitału i finansowania oraz wsparcie w opracowywaniu strategicznych kierunków rozwoju Grupy. W skład Grupy Kapitałowej HAWE wchodzą trzy spółki: HAWE S.A. - spółka publiczna i dominująca Grupy HAWE, której działalność operacyjna prowadzona jest przez 2 spółki zależne: HAWE Telekom Sp. z o.o. i HAWE Budownictwo Sp. z o.o., w których HAWE S.A. posiada 100% udziałów. Grupa Kapitałowa HAWE świadczy ko","PLVENTS00019","33","2097162","3","www.hawesa.pl","(022) 501-55-00","info@hawesa.pl","Hawe S.A.","Krzysztof Witoń","Działalność w zakresie telekomunikacji przewodowej (61.10)","ul. Chałubińskiego 8, 00-613 Warszawa","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/hwe.pdf">Pobierz</a></td></tr>","107237064","2012-04-04 00:00:00","Otwarcie obrad Zwyczajnego Walnego Zgromadzenia.
Wybór Przewodniczącego Zwyczajnego Walnego Zgromadzenia.
Stwierdzenie prawidłowości zwołania Zwyczajnego Walnego Zgromadzenia i jego zdolności do podejmowania uchwał.
Przyjęcie porządku obrad.
Rozpatrzenie: (a) sprawozdania finansowego Spółki za rok obrotowy zakończony 31 grudnia 2011 roku;
Rozpatrzenie: (b) sprawozdania Zarządu z działalności Spółki w roku obrotowym zakończonym 31 grudnia 2011 roku;
Rozpatrzenie: (c) opinii i raportu z badania sp","2012-08-01 00:00:00","1547344.07975"
"187","3","Hydrobudowa Polska","HBP","210558445","0.01","2013-03-28 00:00:00","Spółka Specjalizuje się w kompleksowej realizacji inwestycji z zakresu budownictwa inżynieryjnego, hydrotechnicznego, infrastrukturalnego i specjalistycznego. Działa w obszarach: budownictwa przemysłowego i mieszkaniowego oraz inżynierii lądowej (drogowej) i wodnej (zbiorniki retencyjne, przesyłu wody i ścieków) i innych. Spółka HYDROBUDOWA POLSKA S.A. (HBP) powstała w 2007 roku wyniku połączenia dwóch firm z kilkudziesięcioletnim doświadczeniem: Hydrobudowy Włocławek S.A. (HBW) oraz Hydrobudowy","210558445","4","1","10","(061) 664-19-50","www.hbp-sa.pl","polska@hbp-sa.pl","Hydrobudowa Polska S.A. w upadłości likwidacyjnej","Jerzy Ciechanowski","Budowa pozostałych obiektów inżynierii wodnej (45.24)","ul. Skórzewska 35, Wysogotowo, 62-081 Przeźmierowo","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/hbp.pdf">Pobierz</a></td></tr>","210558445","","","2012-08-01 00:00:00","13715.554500000002"
"188","3","Helio","HEL","5000000","6.2999999999999998","2013-05-20 00:00:00","Spółka zajmuje się konfekcjonowaniem, importem oraz sprzedażą orzechów, owoców suszonych, pestek oraz ziaren. Artykuły oferujemy pod następującymi markami: BONA, Słoneczne Owoce, HELIO, Owoce na wagę. Zajmuje się także dostarczaniem produktów pod markami własnymi dla sieci handlowych Auchan, Leclerc, Lidl, Biedronka.","PLHELIO00014","10","16777218","4","www.helio.pl","(022) 796-31-96","helio@helio.pl","Helio S.A.","Leszek Wąsowicz","produkcja artykułów spożywczych i napojów (15.00)","ul. Stołeczna 26, 05-083 Zaborów","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/hel.pdf">Pobierz</a></td></tr>","5000000","","","2012-08-01 00:00:00","17997.314374999994"
"190","3","Hutmen","HTM","25596270","2.6499999999999999","2013-05-20 00:00:00","Spółka jest jednym z największych producentów wyrobów z metali nieżelaznych w Polsce. Produkuje i sprzedaje wyroby odlewane oraz wyciskane i ciągnione z miedzi i jej stopów. W swojej ofercie posiada m.in.: rury, pręty, płaskowniki i kształtowniki, a także stopy odlewnicze.","PLHUTMN00017","28","16777218","4","(071) 33-48-300","www.hutmen.pl","biuro@hutmen.pl","Hutmen S.A.","Jan Ziaja","Produkcja miedzi i wyrobów z miedzi (27.44)","ul. Grabiszyńska 241, 53-234 Wrocław","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/htm.pdf">Pobierz</a></td></tr>","25596270","2013-06-04 00:00:00","1)Otwarcie Walnego Zgromadzenia,
2)Wybór Przewodniczącego,
3)Stwierdzenie ważności Zgromadzenia i jego zdolności do podejmowania uchwał,
4)Przyjęcie porządku obrad,
5)Wybór Komisji Skrutacyjnej,
6)Rozpatrzenie sprawozdania Zarządu z działalności Spółki oraz sprawozdania finansowego Spółki za rok 2012.
7)Rozpatrzenie skonsolidowanego sprawozdania finansowego i sprawozdania z działalności Grupy Kapitałowej Hutmen, sporządzonymi za rok obrotowy 2012,
8)Rozpatrzenie sprawozdania Rady Nadzorczej Spół","2012-08-01 00:00:00","7393.3720000000003"
"191","3","Hydrotor Przedsiębiorstwo Hydrauliki Siłowej","HDR","2398300","28.100000000000001","2013-05-20 00:00:00","Spółka zajmuje się  produkcja, regeneracja oraz sprzedaż elementów i wyrobów hydrauliki. Wśród finalnych odbiorców spółki przeważają producenci maszyn rolniczych, urządzeń komunalnych i transportowych.","PLHDRTR00013","24","16777218","4","www.hydrotor.com.pl","(052) 33-63-600","hydrotor@hydrotor.com.pl","Przedsiębiorstwo Hydrauliki Siłowej Hydrotor S.A.","Wacław Kropinski","produkcja maszyn dla rolnictwa i leśnictwa (29.31)","ul. Chojnicka 72, 89-500 Tuchola","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/hdr.pdf">Pobierz</a></td></tr>","3747940","2012-06-23 00:00:00","1. Otwarcie Zwyczajnego Walnego Zgromadzenia Akcjonariuszy
2. Wybór Przewodniczącego Zwyczajnego Walnego Zgromadzenia i sporządzenie listy obecności.
3. Stwierdzenie prawidłowości zwołania Zwyczajnego Walnego Zgromadzenia i jego zdolności do powzięcia ważnych uchwał.
4. Przyjęcie porządku obrad Zwyczajnego Walnego Zgromadzenia.
5. Wybór Komisji Uchwał i Wniosków oraz Komisji Skrutacyjnej.
6. Przedstawienie przez Zarząd sprawozdania z działalności Spółki oraz sprawozdania finansowego za 2011 r.
7","2012-08-01 00:00:00","27048.136375000002"
"192","3","Hygienika","HGN","39351624","1.78","2013-05-20 00:00:00","Spółka zajmuje się produkcją środków higieny osobistej o wysokiej jakości. Opracowuje i dostarcza produkty higieny dziecięcej, kobiecej oraz dla osób starszych. Przyjęła za swój strategiczny cel zapewnienie stabilnej i wysokiej jakości wytwarzanych produktów, a co za tym idzie zdrowie i komfort Klientów.","PLHGNKA00028","25","16777218","4","www.hygienika.pl","(034) 35-15-701","info@hygienika.pl","Hygienika S.A.","Kamil Kliniewski","produkcja papierowych artykułów dla gospodarstwa domowego, toaletowych i sanitarnych (21.22)","ul. Powstańców Śląskich 54, 42-700 Lubliniec","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/hgn.pdf">Pobierz</a></td></tr>","39351624","2013-05-27 00:00:00","1. Otwarcie Zwyczajnego Walnego Zgromadzenia,
2. Wybór Przewodniczącego Zwyczajnego Walnego Zgromadzenia,
3. Stwierdzenie prawidłowości zwołania Zwyczajnego Walnego Zgromadzenia oraz jego ważności i zdolności do podejmowania uchwał.
4. Uchylenie tajności głosowania w sprawie dotyczącej wyboru Komisji Skrutacyjnej,
5. Wybór Komisji Skrutacyjnej,
6. Przedstawienie i przyjęcie porządku obrad,
7. Rozpatrzenie przez Zwyczajne Walne Zgromadzenie:
a) sprawozdania Zarządu z działalności Hygienika S.A. z","2012-08-01 00:00:00","304220.88449999993"
"193","3","Hyperion","HYP","12307000","2.8399999999999999","2013-05-20 00:00:00","Spółka działa na rynku usług telekomunikacyjnych dążąc do upowszechnienia taniego dostępu do sieci Internet. W swojej ofercie posiada takie usługi jak: internet stacjonarny i mobilny, telefonię stacjonarną oraz komórkową, telewizję cyfrową oraz hosting. Spółka świadczy usługi telekomunikacyjne za pomocą własnej, szerokopasmowej infrastruktury teleinformatycznej, wykorzystując najnowsze rozwiązania techniczne z dziedziny przesyłu danych w sieciach szkieletowych.","PLHPRON00017","33","18874370","4","www.hyperion.pl","(032) 735-03-89","sekretariat@hyperion.pl","Hyperion S.A.","Tomasz Szczypiński","Telekomunikacja (64.20)","ul. Barlickiego 5, 40-820 Katowice","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/hyp.pdf">Pobierz</a></td></tr>","12307000","2013-04-23 00:00:00","1. Otwarcie Zgromadzenia.
2. Wybór Przewodniczącego Zgromadzenia.
3. Stwierdzenie prawidłowości zwołania Zgromadzenia i jego zdolności do podejmowania uchwał.
4. Przyjęcie porządku obrad.
5. Podjęcie uchwał w następujących sprawach:
a) emisji Warrantów Subskrypcyjnych serii A uprawniających do objęcia akcji Spółki serii F oraz pozbawienia dotychczasowych akcjonariuszy w całości prawa poboru Warrantów Subskrypcyjnych serii A;
b) warunkowego podwyższenia kapitału zakładowego Spółki w drodze emisji","2012-08-01 00:00:00","77391.609749999989"
"195","3","IDM Dom Maklerski","IDM","634826856","0.14999999999999999","2013-05-20 00:00:00","Spółka jest niezależnym, niebankowym, dynamicznie rozwijającym się biurem maklerskim. Działalność koncentruje się na czterech głównych obszarach: usługi brokerskie, zarządzanie aktywami, forex i rynki zagraniczne oraz uługi korporacyjne ? pozyskiwanie kapitału dla firm, transakcje i operacje kapitałowe oraz hedging. Do grupy finansowej IDM należą m.in.: IDA TFI, Polski Fundusz Hipoteczny, Electus S.A. oraz IDMSA.PL.","PLIDMSA00044","7","10","4","www.idmsa.pl","(012) 397-06-00","biuro@idmsa.pl","Dom Maklerski IDM SA.","Grzegorz Leszczyński","Działalność maklerska i zarządzanie funduszami (67.12)","Mały Rynek 7, 31-041 Kraków","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/idm.pdf">Pobierz</a></td></tr>","634826856","2012-06-29 00:00:00","1. Otwarcie Walnego Zgromadzenia.
2. Wybór Przewodniczącego Walnego Zgromadzenia.
3. Stwierdzenie prawidłowości zwołania Walnego Zgromadzenia oraz jego zdolności do podejmowania uchwał i przyjęcie porządku obrad.
4. Podjecie uchwały w sprawie rozpatrzenia i zatwierdzenia sprawozdania finansowego Spółki za rok obrotowy 2011 oraz sprawozdania Zarządu z działalności Spółki w roku obrotowym 2011.
5. Podjęcie uchwały w sprawie rozpatrzenia i zatwierdzenia skonsolidowanego sprawozdania finansowego Gru","2012-08-01 00:00:00","133361.83762500001"
"196","3","Internet Group","IGR","445230511","0.13","2013-05-20 00:00:00","Internet Group S.A.  jest holdingiem spółek wyspecjalizowanych w projektowaniu i wdrażaniu  programów marketingowych wspierających sprzedaż.  Działamy w obszarze nowych mediów i nowych technologii. Wykorzystujemy nowoczesne kanały dotarcia do klienta: Internet, call center, mobile. Internet Group buduje swoją strategię kreowania wartości biznesowej w oparciu o pięć filarów grupujących spółki specjalizujące się w zintegrowanym  wsparciu sprzedaży w nowoczesnych kanałach sprzedaży (Internet, telem","PLARIEL00046","16","1","10","www.igroup.pl","(022) 25-74-290","info@igroup.pl","Internet Group S.A.","Piotr Wiśniewski","Działalność związana z informatyką (72.60)","ul. Fabryczna 5, 00-446 Warszawa","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/igr.pdf">Pobierz</a></td></tr>","445230511","2012-12-11 00:00:00","1. Otwarcie obrad NWZ.
2. Podjęcie uchwały w sprawie wyboru Przewodniczącego NWZ.
3. Stwierdzenie przez Przewodniczącego NWZ prawidłowości zwołania NWZ i jego zdolności do powzięcia wiążących uchwał.
4. Podjęcie uchwały w sprawie przyjęcia porządku obrad.
5. Podjęcie uchwał w sprawach:
a) uchylenia w całości uchwały nr 8 Nadzwyczajnego Walnego Zgromadzenia z dnia 13 sierpnia 2012 roku;
b) uchylenia uchwały nr 6 i 7 Nadzwyczajnego Walnego Zgromadzenia z dnia 11 marca 2008 roku i uchwały nr 3 Nadz","2012-08-01 00:00:00","17661.741750000001"
"198","3","Impel","IPL","12865177","33.32","2013-05-20 00:00:00","Impel to firma, która od 20 lat działa na pierwszej linii wsparcia biznesu. Jest czołowym dostawcą usług dla instytucji i przedsiębiorstw, oferując usługi w zakresie: Obsługa nieruchomości - usługi porządkowo-czystościowe, techniczna obsługa nieruchomości; Zapewnianie bezpieczeństwa - fizyczna ochrona mienia, techniczna ochrona mienia, monitoring, cash handling; Obsługa kadrowo-księgowa i IT - usługi kadrowo-płacowe, usługi księgowe, doradztwo podatkowe, praca tymczasowa, usługi teleinformatyczn","PLIMPEL00011","35","18","3","www.impel.pl","(071) 78-09-403","cok@impel.com.pl","IMPEL S.A.","Grzegorz Dzik","sprzątanie i czyszczenie obiektów(74.70)","ul. Ślężna 118, 53-111 Wrocław","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/ipl.pdf">Pobierz</a></td></tr>","17865177","2012-06-23 00:00:00","1. Otwarcie Obrad Zwyczajnego Walnego Zgromadzenia i wybór przewodniczącego.
2. Stwierdzenie prawidłowości zwołania Zwyczajnego Walnego Zgromadzenia i jego zdolności do podejmowania uchwał.
3. Przyjęcie porządku obrad.
4. Podjęcie uchwały w przedmiocie obniżenia kapitału zapasowego i rezerwowego Impel S.A.
5. Przedstawienie przez Zarząd sprawozdania z działalności Spółki i sprawozdania finansowego Impel S.A. za rok kończący się 31 grudnia 2011 roku.
6. Przedstawienie przez Zarząd sprawozdania z ","2012-08-01 00:00:00","117945.13212499997"
"199","3","Impexmetal","IPX","200000000","2.2800000000000002","2013-05-20 00:00:00","Spółka jest Grupą kapitałową w skład której wchodzi około 70 firm, krajowych i zagranicznych, operujących przede wszystkim w sektorze metali nieżelaznych. Zajmuje się obrotem krajowym i zagranicznym w zakresie metali nieżelaznych (aluminium, miedz, cynk) oraz rud i wyrobów stalowych. ","PLIMPXM00019","28","18","3","www.impexmetal.com.pl","(022) 658-68-7","info@impexmetal.com.pl","Impexmetal S.A.","Małgorzata Iwanejko","Sprzedaż hurtowa metali i rud metali (51.52)","Piotr Szeliga","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/ipx.pdf">Pobierz</a></td></tr>","200000000","2013-06-04 00:00:00","1.Otwarcie obrad Walnego Zgromadzenia.
2.Wybór Przewodniczącego Walnego Zgromadzenia.
3.Stwierdzenie prawidłowości zwołania Walnego Zgromadzenia i jego zdolności do podejmowania uchwał.
4.Przyjęcie porządku obrad Walnego Zgromadzenia.
5. Wybór Komisji Skrutacyjnej.
6.Rozpatrzenie i zatwierdzenie sprawozdania Zarządu z działalności Impexmetal S.A. za rok 2012.
7.Rozpatrzenie i zatwierdzenie sprawozdania finansowego Impexmetal S.A. za rok 2012.
8.Rozpatrzenie i zatwierdzenie sprawozdania Zarządu z","2012-08-01 00:00:00","1167380.372"
